Age,DailyRate,DistanceFromHome,Education,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Research & Development,Department_Sales,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Married,MaritalStatus_Single,PromotionStagnation,RoleStagnation,IncomePerLevel,SatisfactionIndex,JobHopRate,Attrition
36,1218,9,4,3,1,82,2,1,3407,6986,7,0,23,4,2,0,10,4,3,5,3,0,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0,0.2727272727272727,1703.5,2.25,0.6363636363636364,1
29,694,1,3,4,0,87,2,4,16124,3423,3,0,14,3,2,2,9,2,2,7,7,1,7,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.125,0.7,3224.8,3.0,0.3,0
45,549,8,4,4,1,75,3,4,3697,9278,9,0,14,3,1,2,12,3,3,10,9,9,8,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0.8181818181818182,0.6923076923076923,1232.3333333333333,3.0,0.6923076923076923,0
23,507,20,1,1,1,97,3,3,2272,24812,0,0,14,3,2,0,5,2,3,4,3,1,2,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.2,0.5,757.3333333333334,2.25,0.0,0
34,669,1,3,4,1,97,2,1,5343,25755,0,0,20,4,3,0,14,3,3,13,9,4,9,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.2857142857142857,0.6,1781.0,2.75,0.0,0
19,303,2,3,2,1,47,2,4,1102,9241,1,0,22,4,3,0,1,3,2,1,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.5,0.0,551.0,2.75,0.5,1
44,621,15,3,1,0,73,3,4,7978,14075,1,0,11,3,4,1,10,2,3,10,7,0,5,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.6363636363636364,1994.5,3.0,0.09090909090909091,1
47,1169,14,4,3,1,64,3,2,5467,2125,8,0,18,3,3,1,16,4,4,8,7,1,7,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0.1111111111111111,0.4117647058823529,1822.3333333333333,3.0,0.47058823529411764,0
31,218,7,3,2,1,100,4,4,6929,12241,4,0,11,3,2,1,10,3,2,8,7,7,7,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0.7777777777777778,0.6363636363636364,2309.6666666666665,2.5,0.36363636363636365,0
46,638,1,3,3,1,40,2,1,10673,3142,2,1,13,3,3,1,21,5,2,10,9,9,5,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.8181818181818182,0.4090909090909091,2668.25,2.25,0.09090909090909091,0
33,117,9,3,1,1,60,3,4,2781,6311,0,0,13,3,2,1,15,5,3,14,10,4,10,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0.26666666666666666,0.625,1390.5,2.5,0.0,0
38,702,1,4,1,0,59,2,4,8686,12930,4,0,22,4,3,0,12,2,4,8,3,0,7,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0,0.23076923076923078,2895.3333333333335,3.0,0.3076923076923077,0
36,1396,5,2,4,1,62,3,2,5914,9945,8,0,16,3,4,0,16,3,4,13,11,3,7,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.21428571428571427,0.6470588235294118,1971.3333333333333,3.5,0.47058823529411764,0
46,991,1,2,4,0,44,3,1,3423,22957,6,0,12,3,3,0,10,3,4,7,6,5,7,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.625,0.5454545454545454,1711.5,3.0,0.5454545454545454,0
41,447,5,3,2,1,85,4,2,6870,15530,3,0,12,3,1,0,11,3,1,3,2,1,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.25,0.16666666666666666,2290.0,1.5,0.25,0
20,654,21,3,3,1,43,4,4,2678,5050,1,0,17,3,4,0,2,2,3,2,1,2,2,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0.6666666666666666,0.3333333333333333,1339.0,3.5,0.3333333333333333,0
31,1003,5,3,1,1,51,3,3,8346,20943,1,0,19,3,3,1,6,3,3,5,2,0,2,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0.0,0.2857142857142857,2782.0,2.5,0.14285714285714285,0
31,976,3,2,3,1,48,3,1,3065,3995,1,1,13,3,4,1,4,3,4,4,2,2,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.4,0.4,1532.5,3.0,0.2,0
46,1402,2,3,3,0,69,3,1,17048,24097,8,0,23,4,1,0,28,2,3,26,15,15,9,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0.5555555555555556,0.5172413793103449,3409.6,2.0,0.27586206896551724,0
53,1070,3,4,3,1,45,3,3,17584,21016,3,1,16,3,4,3,21,5,2,5,3,1,3,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0.16666666666666666,0.13636363636363635,3516.8,3.0,0.13636363636363635,0
24,350,21,2,3,1,57,2,1,2296,10036,0,0,14,3,2,3,2,3,3,1,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.0,0.3333333333333333,1148.0,2.25,0.0,0
52,1325,11,4,4,0,82,3,3,3149,21821,8,0,20,4,2,1,9,3,3,5,2,1,4,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.16666666666666666,0.2,1049.6666666666667,3.0,0.8,0
36,1480,3,2,4,1,30,3,2,2088,15062,4,0,12,3,3,0,13,3,2,8,7,7,2,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0.7777777777777778,0.5,1044.0,2.75,0.2857142857142857,0
29,1378,13,2,4,1,46,2,2,4025,23679,4,1,13,3,1,1,10,2,3,4,3,0,3,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0.0,0.2727272727272727,1341.6666666666667,2.5,0.36363636363636365,0
28,1300,17,2,3,1,79,3,1,4558,13535,1,0,12,3,4,1,10,2,3,10,0,1,8,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.09090909090909091,0.0,1519.3333333333333,2.75,0.09090909090909091,0
42,300,2,3,1,1,56,3,3,18880,17312,5,0,11,3,1,0,24,2,2,22,6,4,14,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.17391304347826086,0.24,3146.6666666666665,1.75,0.2,0
21,501,5,1,3,1,58,3,1,2380,25479,1,1,11,3,4,0,2,6,3,2,2,1,2,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.3333333333333333,0.6666666666666666,1190.0,2.75,0.3333333333333333,0
52,723,8,4,3,1,85,2,2,4941,17747,2,0,15,3,1,0,11,3,2,8,2,7,7,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0.7777777777777778,0.16666666666666666,1647.0,2.0,0.16666666666666666,1
22,604,6,1,1,1,69,3,3,2773,12145,0,0,20,4,4,0,3,3,3,2,2,2,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0.6666666666666666,0.5,1386.5,2.75,0.0,0
34,697,3,4,3,1,40,2,4,2979,22478,3,0,17,3,4,3,6,2,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.0,0.0,1489.5,3.5,0.42857142857142855,0
36,329,16,4,3,0,98,2,1,5647,13494,4,0,13,3,1,2,11,3,2,3,2,0,2,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0.0,0.16666666666666666,1882.3333333333333,1.75,0.3333333333333333,0
33,1277,15,1,2,1,56,3,3,13610,24619,7,1,12,3,4,0,15,2,4,7,6,7,7,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0.875,0.375,3402.5,3.25,0.4375,1
22,1230,1,2,4,1,33,2,4,4775,19146,6,0,22,4,1,2,4,2,1,2,2,2,2,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.6666666666666666,0.4,1591.6666666666667,2.5,1.2,0
56,718,4,4,4,0,92,3,1,19943,18575,4,0,13,3,4,1,28,2,3,5,2,4,2,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.6666666666666666,0.06896551724137931,3323.8333333333335,3.0,0.13793103448275862,0
29,1329,7,3,3,1,82,3,4,6623,4204,1,1,11,3,2,2,6,2,3,6,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285,0.0,2207.6666666666665,3.0,0.14285714285714285,0
36,884,1,4,2,0,73,3,3,6815,21447,6,0,13,3,1,0,15,5,3,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0,0.0,2271.6666666666665,2.25,0.375,0
34,1239,13,4,4,1,39,3,3,8628,22914,1,0,18,3,3,1,9,2,2,8,7,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.1111111111111111,0.7,2157.0,3.0,0.1,0
34,665,6,4,1,0,41,3,3,4809,12482,1,0,14,3,3,0,16,3,3,16,13,2,10,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0.11764705882352941,0.7647058823529411,1603.0,2.5,0.058823529411764705,0
50,989,7,2,2,0,43,2,3,18740,16701,5,1,12,3,4,1,29,2,2,27,3,13,8,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.4642857142857143,0.1,3123.3333333333335,2.75,0.16666666666666666,0
38,903,2,3,3,1,81,3,2,4855,7653,4,0,11,3,1,2,7,2,3,5,2,1,4,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0.16666666666666666,0.25,1618.3333333333333,2.25,0.5,1
30,740,1,3,2,1,64,2,1,9714,5323,1,0,11,3,4,1,10,4,3,10,8,6,7,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.5454545454545454,0.7272727272727273,3238.0,2.5,0.09090909090909091,1
44,1099,5,3,2,1,88,3,2,18213,8751,7,0,11,3,3,1,26,5,3,22,9,3,10,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0.13043478260869565,0.3333333333333333,3035.5,2.5,0.25925925925925924,0
48,365,4,5,3,1,89,2,4,15202,5602,2,0,25,4,2,1,23,3,3,2,2,2,2,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0.6666666666666666,0.08333333333333333,3040.4,3.0,0.08333333333333333,0
58,1145,9,3,2,0,75,2,2,3346,11873,4,1,20,4,2,1,9,3,2,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0.0,0.0,1673.0,2.0,0.4,0
29,746,2,3,4,1,61,3,3,4649,16928,1,0,14,3,1,1,4,3,2,4,3,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.0,0.6,1549.6666666666667,2.5,0.2,0
34,258,21,4,4,1,74,4,4,5337,19921,1,0,12,3,4,0,10,3,3,10,7,5,7,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.45454545454545453,0.6363636363636364,1779.0,3.75,0.09090909090909091,0
27,1277,8,5,1,1,87,1,3,4621,5869,1,0,19,3,4,3,3,4,3,3,2,1,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.25,0.5,2310.5,2.75,0.25,0
42,462,14,2,3,0,68,2,3,6244,7824,7,0,17,3,1,0,10,6,3,5,4,0,3,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0.0,0.36363636363636365,2081.3333333333335,2.5,0.6363636363636364,0
41,1200,22,3,4,0,75,3,4,5467,13953,3,1,14,3,1,2,12,4,2,6,2,3,3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.42857142857142855,0.15384615384615385,1822.3333333333333,2.75,0.23076923076923078,0
37,1189,3,3,3,1,87,3,4,7428,14506,2,0,12,3,1,0,12,3,3,5,3,1,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.16666666666666666,0.23076923076923078,1857.0,2.75,0.15384615384615385,0
25,1219,4,1,4,1,32,3,4,3691,4605,1,1,15,3,2,1,7,3,4,7,7,5,6,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0.625,0.875,1845.5,3.5,0.125,1
33,1146,25,3,2,0,82,3,3,4539,4905,1,0,12,3,1,1,10,3,2,10,7,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0.0,0.6363636363636364,1513.0,2.0,0.09090909090909091,0
32,1093,6,4,2,1,87,3,3,5010,24301,1,0,16,3,1,0,12,0,3,11,8,5,7,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0.4166666666666667,0.6153846153846154,1670.0,2.25,0.07692307692307693,0
36,852,5,4,2,0,82,2,1,3419,13072,9,1,14,3,4,1,6,3,4,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.0,0.14285714285714285,1709.5,2.75,1.2857142857142858,0
26,1449,16,4,1,1,45,3,2,2373,14180,2,1,13,3,4,1,5,2,3,3,2,0,2,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.3333333333333333,1186.5,2.5,0.3333333333333333,1
40,884,15,3,1,0,80,2,3,10435,25800,1,0,13,3,4,2,18,2,3,18,15,14,12,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.7368421052631579,0.7894736842105263,2608.75,2.75,0.05263157894736842,0
39,945,22,3,4,0,82,3,1,10880,5083,1,1,13,3,3,0,21,2,3,21,6,2,8,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0.09090909090909091,0.2727272727272727,2720.0,2.75,0.045454545454545456,0
48,1262,1,4,1,1,35,4,4,16885,16154,2,0,22,4,3,0,27,3,2,5,4,2,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.3333333333333333,0.14285714285714285,3377.0,2.5,0.07142857142857142,0
32,300,1,3,4,1,61,3,4,2314,9148,0,0,12,3,2,1,4,2,3,3,0,0,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,1157.0,3.25,0.0,0
43,930,6,3,1,0,73,2,3,4081,20003,1,1,14,3,1,0,20,3,1,20,7,1,8,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.047619047619047616,0.3333333333333333,1360.3333333333333,1.5,0.047619047619047616,0
39,203,2,3,1,1,84,3,4,12169,13547,7,0,11,3,4,3,21,4,3,18,7,11,5,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5789473684210527,0.3181818181818182,2433.8,3.0,0.3181818181818182,1
20,871,6,3,4,0,66,2,4,2926,19783,1,1,18,3,2,0,1,5,3,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.5,0.0,1463.0,3.25,0.5,1
39,895,5,3,4,1,56,3,4,2086,3335,3,0,14,3,3,1,19,6,4,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0.0,0.0,695.3333333333334,3.75,0.15,1
34,1320,20,3,3,0,89,4,3,2585,21643,0,0,17,3,4,0,2,5,2,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0.0,0.0,1292.5,3.0,0.0,0
38,240,2,4,1,0,75,4,1,5980,26085,6,1,12,3,4,0,17,2,3,15,7,4,12,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.25,0.3888888888888889,1993.3333333333333,2.25,0.3333333333333333,0
28,760,2,4,2,0,81,3,2,4779,3698,1,1,20,4,1,0,8,2,3,8,7,7,5,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0.7777777777777778,0.7777777777777778,1593.0,2.0,0.1111111111111111,0
28,1404,17,3,3,1,32,2,4,2367,18779,5,0,12,3,1,1,6,2,2,4,1,0,3,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.0,0.14285714285714285,1183.5,2.5,0.7142857142857143,1
45,1050,9,4,2,0,65,2,3,5593,17970,1,0,13,3,4,1,15,2,3,15,10,4,12,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.25,0.625,1864.3333333333333,3.0,0.0625,0
26,1283,1,3,3,1,52,2,1,4294,11148,1,0,12,3,2,0,7,2,3,7,7,0,7,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0.0,0.875,1431.3333333333333,2.25,0.125,0
36,429,2,4,3,0,53,3,2,5410,2323,9,1,11,3,4,0,18,2,3,16,14,5,12,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.29411764705882354,0.7368421052631579,1803.3333333333333,3.0,0.47368421052631576,0
48,817,2,1,2,1,56,4,2,8120,18597,3,0,12,3,4,0,12,3,3,2,2,2,2,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0.6666666666666666,0.15384615384615385,2706.6666666666665,2.75,0.23076923076923078,0
43,1473,8,4,3,0,74,3,3,4522,2227,4,1,14,3,4,0,8,3,3,5,2,0,2,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.2222222222222222,1507.3333333333333,3.25,0.4444444444444444,0
31,1079,10,2,3,0,86,3,4,6583,20115,2,1,11,3,4,1,8,2,3,5,2,1,4,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.16666666666666666,0.2222222222222222,2194.3333333333335,3.5,0.2222222222222222,0
34,735,22,4,3,1,86,2,4,5747,26496,1,1,15,3,2,0,16,3,3,15,10,6,11,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0.375,0.5882352941176471,1915.6666666666667,3.0,0.058823529411764705,0
47,465,1,3,1,1,74,3,4,3420,10205,7,0,12,3,3,1,17,2,2,6,5,1,2,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0.14285714285714285,0.2777777777777778,1710.0,2.5,0.3888888888888889,0
34,285,29,3,2,1,86,3,3,5429,17491,4,0,13,3,1,2,10,1,3,8,7,7,7,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0.7777777777777778,0.6363636363636364,1809.6666666666667,2.25,0.36363636363636365,0
35,890,2,3,4,0,97,3,4,2014,9687,1,0,13,3,1,0,2,3,3,2,2,2,2,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0.6666666666666666,0.6666666666666666,1007.0,3.0,0.3333333333333333,0
38,1084,29,3,4,1,54,3,4,6261,4185,3,0,18,3,1,1,9,3,1,7,7,1,7,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0.125,0.7,2087.0,2.5,0.3,0
23,373,1,2,4,1,47,3,3,1223,16901,1,0,22,4,4,1,1,2,3,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.0,0.0,611.5,3.5,0.5,0
44,920,24,3,4,1,43,3,3,3161,19920,3,1,22,4,4,1,19,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,1580.5,3.0,0.15,1
29,468,28,4,4,0,73,2,1,3785,8489,1,0,14,3,2,0,5,3,1,5,4,0,4,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.0,0.6666666666666666,1892.5,2.0,0.16666666666666666,0
34,971,1,3,4,1,64,2,3,7083,12288,1,1,14,3,4,0,10,3,3,10,9,8,6,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0.7272727272727273,0.8181818181818182,1770.75,3.5,0.09090909090909091,0
36,1105,24,4,2,0,47,3,2,5674,6927,7,0,15,3,3,1,11,3,3,9,8,0,8,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.0,0.6666666666666666,1891.3333333333333,2.5,0.5833333333333334,0
55,177,8,1,4,1,37,2,2,13577,25592,1,1,15,3,4,1,34,3,3,33,9,15,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.4411764705882353,0.2571428571428571,2715.4,3.25,0.02857142857142857,0
43,589,14,2,2,1,94,3,1,17159,5200,6,0,24,4,3,1,22,3,3,4,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.2,0.043478260869565216,3431.8,2.25,0.2608695652173913,0
32,1316,2,2,4,0,38,3,3,4998,2338,4,1,14,3,4,0,10,2,3,8,7,0,7,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0,0.6363636363636364,1666.0,3.5,0.36363636363636365,0
32,1318,10,4,4,1,79,3,4,4648,26075,8,0,13,3,3,0,4,2,4,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0,0.0,1549.3333333333333,3.75,1.6,0
25,883,26,1,3,0,32,3,4,6180,22807,1,0,23,4,2,0,6,5,2,6,5,1,4,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0.14285714285714285,0.7142857142857143,2060.0,2.75,0.14285714285714285,0
37,674,13,3,1,1,47,3,4,4285,3031,1,0,17,3,1,0,10,2,3,10,8,3,7,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0.2727272727272727,0.7272727272727273,1428.3333333333333,2.25,0.09090909090909091,0
45,954,2,2,2,1,46,1,3,6632,12388,0,0,13,3,1,0,9,3,3,8,7,3,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0.3333333333333333,0.7,2210.6666666666665,2.25,0.0,0
33,1198,1,4,3,1,100,2,1,2799,3339,3,1,11,3,2,0,6,1,3,3,2,0,2,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0.0,0.2857142857142857,1399.5,2.25,0.42857142857142855,0
31,471,4,3,1,0,62,4,3,3978,16031,8,0,12,3,2,1,4,0,2,2,2,2,2,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.6666666666666666,0.4,1989.0,2.0,1.6,0
26,775,29,2,1,1,45,3,3,4306,4267,5,0,12,3,1,2,8,5,3,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,1435.3333333333333,2.0,0.5555555555555556,0
46,849,26,2,2,1,98,2,2,7991,25166,8,0,15,3,3,0,6,3,3,2,2,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.6666666666666666,0.2857142857142857,2663.6666666666665,2.5,1.1428571428571428,0
29,408,23,1,4,0,45,2,1,7336,11162,1,0,13,3,1,1,11,3,1,11,8,3,10,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.25,0.6666666666666666,1834.0,1.75,0.08333333333333333,1
21,391,15,2,3,1,96,3,4,1232,19281,1,0,14,3,4,0,0,6,3,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0,0.0,616.0,3.5,1.0,0
52,266,2,1,1,0,57,1,4,19845,25846,1,0,15,3,4,1,33,3,3,32,14,6,9,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0.18181818181818182,0.4117647058823529,3307.5,3.0,0.029411764705882353,1
